Sport,Event,A_Stand,B_Stand,No_TorD,Class,Age,Gender,Assoc,D1,D2,Implement,Typepool,Event_Group,C_Event,ID
Field,Shotput,0,0,NoSD,F41,U11,Female,DA,6/17/2004,1/23/2014,2K,,FieldF41U11FemaleShotput,FieldShotputF41,FieldShotputF41U11Female
Field,Shotput,0,0,NoSD,F41,U11,Male,DA,6/17/2004,1/23/2014,2K,,FieldF41U11MaleShotput,FieldShotputF41,FieldShotputF41U11Male
Field,Shotput,0,0,NoSD,F41,U14,Female,DA,6/17/2004,1/23/2014,2K,,FieldF41U14FemaleShotput,FieldShotputF41,FieldShotputF41U14Female
Field,Shotput,0,0,NoSD,F41,U14,Male,DA,6/17/2004,1/23/2014,3K,,FieldF41U14MaleShotput,FieldShotputF41,FieldShotputF41U14Male
Field,Shotput,0,0,NoSD,F41,U17,Female,DA,6/17/2004,1/7/2019,2K,,FieldF41U17FemaleShotput,FieldShotputF41,FieldShotputF41U17Female
Field,Shotput,0,0,NoSD,F41,U17,Male,DA,6/17/2004,1/7/2019,3K,,FieldF41U17MaleShotput,FieldShotputF41,FieldShotputF41U17Male
Field,Shotput,0,0,NoSD,F41,U20,Female,DA,6/17/2004,1/23/2014,3K,,FieldF41U20FemaleShotput,FieldShotputF41,FieldShotputF41U20Female
Field,Shotput,0,0,NoSD,F41,U20,Male,DA,6/17/2004,1/23/2014,4K,,FieldF41U20MaleShotput,FieldShotputF41,FieldShotputF41U20Male
Field,Shotput,0,0,NoSD,F41,U23,Female,DA,6/17/2004,1/23/2014,3K,,FieldF41U23FemaleShotput,FieldShotputF41,FieldShotputF41U23Female
Field,Shotput,0,0,NoSD,F41,U23,Male,DA,6/17/2004,1/23/2014,4K,,FieldF41U23MaleShotput,FieldShotputF41,FieldShotputF41U23Male
Field,Shotput,2.07,1.96,,F42,Adults,Female,DS,2/28/2003,1/23/2012,4K,,FieldF42AdultsFemaleShotput,FieldShotputF42,FieldShotputF42AdultsFemale
Field,Shotput,2.36,2.24,,F42,Adults,Male,DS,2/28/2003,1/23/2012,6K,,FieldF42AdultsMaleShotput,FieldShotputF42,FieldShotputF42AdultsMale
Field,Shotput,1.18,1.12,,F42,M35,Female,DS,2/28/2003,8/18/2013,4K,,FieldF42M35FemaleShotput,FieldShotputF42,FieldShotputF42M35Female
Field,Shotput,1.33,1.26,,F42,M35,Male,DS,2/28/2003,8/18/2013,6K,,FieldF42M35MaleShotput,FieldShotputF42,FieldShotputF42M35Male
Field,Shotput,1.18,1.12,,F42,M50,Female,DS,2/28/2003,1/26/2016,3K,,FieldF42M50FemaleShotput,FieldShotputF42,FieldShotputF42M50Female
Field,Shotput,1.33,1.26,,F42,M50,Male,DS,2/28/2003,1/26/2016,5K,,FieldF42M50MaleShotput,FieldShotputF42,FieldShotputF42M50Male
Field,Shotput,1.18,1.12,,F42,M60,Female,DS,2/28/2003,1/26/2016,2K,,FieldF42M60FemaleShotput,FieldShotputF42,FieldShotputF42M60Female
Field,Shotput,1.33,1.26,,F42,M60,Male,DS,2/28/2003,1/26/2016,4K,,FieldF42M60MaleShotput,FieldShotputF42,FieldShotputF42M60Male
Field,Shotput,1.63,1.55,,F42,U11,Female,DS,11/2/2010,1/23/2014,2K,,FieldF42U11FemaleShotput,FieldShotputF42,FieldShotputF42U11Female
Field,Shotput,2.68,2.54,,F42,U11,Male,DS,11/2/2010,1/23/2014,2K,,FieldF42U11MaleShotput,FieldShotputF42,FieldShotputF42U11Male
Field,Shotput,1.78,1.69,,F42,U14,Female,DS,11/2/2010,1/23/2014,2K,,FieldF42U14FemaleShotput,FieldShotputF42,FieldShotputF42U14Female
Field,Shotput,2.92,2.77,,F42,U14,Male,DS,11/2/2010,1/23/2014,3K,,FieldF42U14MaleShotput,FieldShotputF42,FieldShotputF42U14Male
Field,Shotput,1.94,1.84,,F42,U17,Female,DS,11/2/2010,1/7/2019,3K,,FieldF42U17FemaleShotput,FieldShotputF42,FieldShotputF42U17Female
Field,Shotput,2.53,2.4,,F42,U17,Male,DS,11/2/2010,1/7/2019,5K,,FieldF42U17MaleShotput,FieldShotputF42,FieldShotputF42U17Male
Field,Shotput,2.23,2.12,,F42,U20,Female,DS,11/2/2010,1/23/2014,4K,,FieldF42U20FemaleShotput,FieldShotputF42,FieldShotputF42U20Female
Field,Shotput,3.65,3.47,,F42,U20,Male,DS,11/2/2010,1/23/2014,6K,,FieldF42U20MaleShotput,FieldShotputF42,FieldShotputF42U20Male
Field,Shotput,2.38,2.26,,F42,U23,Female,DS,11/2/2010,1/23/2014,4K,,FieldF42U23FemaleShotput,FieldShotputF42,FieldShotputF42U23Female
Field,Shotput,3.89,3.7,,F42,U23,Male,DS,11/2/2010,1/23/2014,6K,,FieldF42U23MaleShotput,FieldShotputF42,FieldShotputF42U23Male
Field,Shotput,2.07,1.96,,F43,Adults,Female,DS,12/7/2011,1/23/2012,4K,,FieldF43AdultsFemaleShotput,FieldShotputF43,FieldShotputF43AdultsFemale
Field,Shotput,2.36,2.24,,F43,Adults,Male,DS,12/7/2011,1/23/2012,6K,,FieldF43AdultsMaleShotput,FieldShotputF43,FieldShotputF43AdultsMale
Field,Shotput,1.18,1.12,,F43,M35,Female,DS,12/7/2011,8/18/2013,4K,,FieldF43M35FemaleShotput,FieldShotputF43,FieldShotputF43M35Female
Field,Shotput,1.33,1.26,,F43,M35,Male,DS,12/7/2011,8/18/2013,6K,,FieldF43M35MaleShotput,FieldShotputF43,FieldShotputF43M35Male
Field,Shotput,1.18,1.12,,F43,M50,Female,DS,12/7/2011,1/26/2016,3K,,FieldF43M50FemaleShotput,FieldShotputF43,FieldShotputF43M50Female
Field,Shotput,1.33,1.26,,F43,M50,Male,DS,12/7/2011,1/26/2016,5K,,FieldF43M50MaleShotput,FieldShotputF43,FieldShotputF43M50Male
Field,Shotput,1.18,1.12,,F43,M60,Female,DS,12/7/2011,1/26/2016,2K,,FieldF43M60FemaleShotput,FieldShotputF43,FieldShotputF43M60Female
Field,Shotput,1.33,1.26,,F43,M60,Male,DS,12/7/2011,1/26/2016,4K,,FieldF43M60MaleShotput,FieldShotputF43,FieldShotputF43M60Male
Field,Shotput,0.44,0.42,,F43,U11,Female,DS,6/19/2004,1/23/2014,2K,,FieldF43U11FemaleShotput,FieldShotputF43,FieldShotputF43U11Female
Field,Shotput,0.59,0.56,,F43,U11,Male,DS,6/17/2004,1/23/2014,2K,,FieldF43U11MaleShotput,FieldShotputF43,FieldShotputF43U11Male
Field,Shotput,1.91,1.82,,F43,U14,Female,DS,6/19/2004,1/23/2014,2K,,FieldF43U14FemaleShotput,FieldShotputF43,FieldShotputF43U14Female
Field,Shotput,2.61,2.48,,F43,U14,Male,DS,6/17/2004,1/23/2014,3K,,FieldF43U14MaleShotput,FieldShotputF43,FieldShotputF43U14Male
Field,Shotput,1.5,1.42,,F43,U17,Female,DS,6/19/2004,1/7/2019,3K,,FieldF43U17FemaleShotput,FieldShotputF43,FieldShotputF43U17Female
Field,Shotput,2.58,2.45,,F43,U17,Male,DS,6/17/2004,1/7/2019,5K,,FieldF43U17MaleShotput,FieldShotputF43,FieldShotputF43U17Male
Field,Shotput,1.18,1.12,,F43,U20,Female,DS,6/19/2004,1/23/2014,4K,,FieldF43U20FemaleShotput,FieldShotputF43,FieldShotputF43U20Female
Field,Shotput,3.6,3.42,,F43,U20,Male,DS,6/17/2004,1/23/2014,6K,,FieldF43U20MaleShotput,FieldShotputF43,FieldShotputF43U20Male
Field,Shotput,1.48,1.4,,F43,U23,Female,DS,6/19/2004,1/23/2014,4K,,FieldF43U23FemaleShotput,FieldShotputF43,FieldShotputF43U23Female
Field,Shotput,3.69,3.5,,F43,U23,Male,DS,6/17/2004,1/23/2014,6K,,FieldF43U23MaleShotput,FieldShotputF43,FieldShotputF43U23Male
Field,Shotput,2.07,1.96,,F44,Adults,Female,DS,2/28/2003,1/23/2012,4K,,FieldF44AdultsFemaleShotput,FieldShotputF44,FieldShotputF44AdultsFemale
Field,Shotput,2.36,2.24,,F44,Adults,Male,DS,2/28/2003,1/23/2012,6K,,FieldF44AdultsMaleShotput,FieldShotputF44,FieldShotputF44AdultsMale
Field,Shotput,1.18,1.12,,F44,M35,Female,DS,2/28/2003,8/18/2013,4K,,FieldF44M35FemaleShotput,FieldShotputF44,FieldShotputF44M35Female
Field,Shotput,1.33,1.26,,F44,M35,Male,DS,2/28/2003,8/18/2013,6K,,FieldF44M35MaleShotput,FieldShotputF44,FieldShotputF44M35Male
Field,Shotput,1.18,1.12,,F44,M50,Female,DS,2/28/2003,1/26/2016,3K,,FieldF44M50FemaleShotput,FieldShotputF44,FieldShotputF44M50Female
Field,Shotput,1.33,1.26,,F44,M50,Male,DS,2/28/2003,1/26/2016,5K,,FieldF44M50MaleShotput,FieldShotputF44,FieldShotputF44M50Male
Field,Shotput,1.18,1.12,,F44,M60,Female,DS,2/28/2003,1/26/2016,2K,,FieldF44M60FemaleShotput,FieldShotputF44,FieldShotputF44M60Female
Field,Shotput,1.33,1.26,,F44,M60,Male,DS,2/28/2003,1/26/2016,4K,,FieldF44M60MaleShotput,FieldShotputF44,FieldShotputF44M60Male
Field,Shotput,1.65,1.57,,F44,U11,Female,DS,11/2/2010,1/23/2014,2K,,FieldF44U11FemaleShotput,FieldShotputF44,FieldShotputF44U11Female
Field,Shotput,2.75,2.61,,F44,U11,Male,DS,11/2/2010,1/23/2014,2K,,FieldF44U11MaleShotput,FieldShotputF44,FieldShotputF44U11Male
Field,Shotput,2.23,2.12,,F44,U14,Female,DS,11/2/2010,1/23/2014,2K,,FieldF44U14FemaleShotput,FieldShotputF44,FieldShotputF44U14Female
Field,Shotput,3,2.85,,F44,U14,Male,DS,11/2/2010,1/23/2014,3K,,FieldF44U14MaleShotput,FieldShotputF44,FieldShotputF44U14Male
Field,Shotput,2.42,2.3,,F44,U17,Female,DS,11/2/2010,1/7/2019,3K,,FieldF44U17FemaleShotput,FieldShotputF44,FieldShotputF44U17Female
Field,Shotput,2.6,2.47,,F44,U17,Male,DS,11/2/2010,1/7/2019,5K,,FieldF44U17MaleShotput,FieldShotputF44,FieldShotputF44U17Male
Field,Shotput,2.79,2.65,,F44,U20,Female,DS,11/2/2010,1/23/2014,4K,,FieldF44U20FemaleShotput,FieldShotputF44,FieldShotputF44U20Female
Field,Shotput,3.75,3.56,,F44,U20,Male,DS,11/2/2010,1/23/2014,6K,,FieldF44U20MaleShotput,FieldShotputF44,FieldShotputF44U20Male
Field,Shotput,2.97,2.82,,F44,U23,Female,DS,11/2/2010,1/23/2014,4K,,FieldF44U23FemaleShotput,FieldShotputF44,FieldShotputF44U23Female
Field,Shotput,4,3.8,,F44,U23,Male,DS,11/2/2010,1/23/2014,6K,,FieldF44U23MaleShotput,FieldShotputF44,FieldShotputF44U23Male
Field,Shotput,2.07,1.96,,F45,Adults,Female,DS,12/7/2011,1/23/2012,4K,,FieldF45AdultsFemaleShotput,FieldShotputF45,FieldShotputF45AdultsFemale
Field,Shotput,2.36,2.24,,F45,Adults,Male,DS,12/7/2011,1/23/2012,4K,,FieldF45AdultsMaleShotput,FieldShotputF45,FieldShotputF45AdultsMale
Field,Shotput,1.18,1.12,,F45,M35,Female,DS,12/7/2011,8/18/2013,4K,,FieldF45M35FemaleShotput,FieldShotputF45,FieldShotputF45M35Female
Field,Shotput,1.48,1.4,,F45,M35,Male,DS,12/7/2011,8/18/2013,4K,,FieldF45M35MaleShotput,FieldShotputF45,FieldShotputF45M35Male
Field,Shotput,1.18,1.12,,F45,M50,Female,DS,12/7/2011,1/26/2016,3K,,FieldF45M50FemaleShotput,FieldShotputF45,FieldShotputF45M50Female
Field,Shotput,1.48,1.4,,F45,M50,Male,DS,12/7/2011,1/26/2016,3K,,FieldF45M50MaleShotput,FieldShotputF45,FieldShotputF45M50Male
Field,Shotput,1.18,1.12,,F45,M60,Female,DS,12/7/2011,1/26/2016,2K,,FieldF45M60FemaleShotput,FieldShotputF45,FieldShotputF45M60Female
Field,Shotput,1.48,1.4,,F45,M60,Male,DS,12/7/2011,1/26/2016,2K,,FieldF45M60MaleShotput,FieldShotputF45,FieldShotputF45M60Male
Field,Shotput,0.44,0.42,,F45,U11,Female,DS,6/17/2004,1/23/2012,2K,,FieldF45U11FemaleShotput,FieldShotputF45,FieldShotputF45U11Female
Field,Shotput,2.74,2.6,,F45,U11,Male,DS,6/17/2004,1/23/2014,2K,,FieldF45U11MaleShotput,FieldShotputF45,FieldShotputF45U11Male
Field,Shotput,0.59,0.56,,F45,U14,Female,DS,6/17/2004,1/23/2014,2K,,FieldF45U14FemaleShotput,FieldShotputF45,FieldShotputF45U14Female
Field,Shotput,2.99,2.84,,F45,U14,Male,DS,6/17/2004,1/23/2014,3K,,FieldF45U14MaleShotput,FieldShotputF45,FieldShotputF45U14Male
Field,Shotput,0.71,0.67,,F45,U17,Female,DS,6/17/2004,1/7/2019,3K,,FieldF45U17FemaleShotput,FieldShotputF45,FieldShotputF45U17Female
Field,Shotput,2.59,2.46,,F45,U17,Male,DS,6/17/2004,1/7/2019,5K,,FieldF45U17MaleShotput,FieldShotputF45,FieldShotputF45U17Male
Field,Shotput,0.94,0.9,,F45,U20,Female,DS,6/17/2004,2/12/2018,4K,,FieldF45U20FemaleShotput,FieldShotputF45,FieldShotputF45U20Female
Field,Shotput,2.99,2.84,,F45,U20,Male,DS,6/17/2004,2/12/2018,6K,,FieldF45U20MaleShotput,FieldShotputF45,FieldShotputF45U20Male
Field,Shotput,1.18,1.12,,F45,U23,Female,DS,6/17/2004,2/12/2018,4K,,FieldF45U23FemaleShotput,FieldShotputF45,FieldShotputF45U23Female
Field,Shotput,3.19,3.03,,F45,U23,Male,DS,6/17/2004,2/12/2018,6K,,FieldF45U23MaleShotput,FieldShotputF45,FieldShotputF45U23Male
Field,Shotput,2.07,1.96,,F46,Adults,Female,DS,2/28/2003,1/23/2012,4K,,FieldF46AdultsFemaleShotput,FieldShotputF46,FieldShotputF46AdultsFemale
Field,Shotput,2.36,2.24,,F46,Adults,Male,DS,10/16/2007,1/23/2012,6K,,FieldF46AdultsMaleShotput,FieldShotputF46,FieldShotputF46AdultsMale
Field,Shotput,1.18,1.12,,F46,M35,Female,DS,2/28/2003,8/18/2013,4K,,FieldF46M35FemaleShotput,FieldShotputF46,FieldShotputF46M35Female
Field,Shotput,1.48,1.4,,F46,M35,Male,DS,10/16/2007,8/18/2013,6K,,FieldF46M35MaleShotput,FieldShotputF46,FieldShotputF46M35Male
Field,Shotput,1.18,1.12,,F46,M50,Female,DS,2/28/2003,1/26/2016,3K,,FieldF46M50FemaleShotput,FieldShotputF46,FieldShotputF46M50Female
Field,Shotput,1.48,1.4,,F46,M50,Male,DS,10/16/2007,1/26/2016,5K,,FieldF46M50MaleShotput,FieldShotputF46,FieldShotputF46M50Male
Field,Shotput,1.18,1.12,,F46,M60,Female,DS,2/28/2003,1/26/2016,2K,,FieldF46M60FemaleShotput,FieldShotputF46,FieldShotputF46M60Female
Field,Shotput,1.48,1.4,,F46,M60,Male,DS,10/16/2007,1/26/2016,4K,,FieldF46M60MaleShotput,FieldShotputF46,FieldShotputF46M60Male
Field,Shotput,0.44,0.42,,F46,U11,Female,DS,11/2/2010,1/23/2012,2K,,FieldF46U11FemaleShotput,FieldShotputF46,FieldShotputF46U11Female
Field,Shotput,2.74,2.6,,F46,U11,Male,DS,11/2/2010,1/23/2014,2K,,FieldF46U11MaleShotput,FieldShotputF46,FieldShotputF46U11Male
Field,Shotput,0.59,0.56,,F46,U14,Female,DS,11/2/2010,1/23/2014,2K,,FieldF46U14FemaleShotput,FieldShotputF46,FieldShotputF46U14Female
Field,Shotput,2.99,2.84,,F46,U14,Male,DS,11/2/2010,1/23/2014,3K,,FieldF46U14MaleShotput,FieldShotputF46,FieldShotputF46U14Male
Field,Shotput,0.89,0.84,,F46,U17,Female,DS,11/2/2010,1/7/2019,3K,,FieldF46U17FemaleShotput,FieldShotputF46,FieldShotputF46U17Female
Field,Shotput,2.59,2.46,,F46,U17,Male,DS,11/2/2010,1/7/2019,5K,,FieldF46U17MaleShotput,FieldShotputF46,FieldShotputF46U17Male
Field,Shotput,1.18,1.12,,F46,U20,Female,DS,11/2/2010,1/23/2014,4K,,FieldF46U20FemaleShotput,FieldShotputF46,FieldShotputF46U20Female
Field,Shotput,3.73,3.55,,F46,U20,Male,DS,11/2/2010,1/23/2014,6K,,FieldF46U20MaleShotput,FieldShotputF46,FieldShotputF46U20Male
Field,Shotput,1.48,1.4,,F46,U23,Female,DS,11/2/2010,1/23/2014,4K,,FieldF46U23FemaleShotput,FieldShotputF46,FieldShotputF46U23Female
Field,Shotput,3.98,3.78,,F46,U23,Male,DS,11/2/2010,1/23/2014,6K,,FieldF46U23MaleShotput,FieldShotputF46,FieldShotputF46U23Male
Field,Shotput,0.97,0.92,,F52,Adults,Female,WC,12/27/2006,1/22/2011,2K,,FieldF52AdultsFemaleShotput,FieldShotputF52,FieldShotputF52AdultsFemale
Field,Shotput,1.46,1.39,,F52,Adults,Male,WC,2/28/2003,1/22/2011,2K,,FieldF52AdultsMaleShotput,FieldShotputF52,FieldShotputF52AdultsMale
Field,Shotput,0.62,0.59,,F52,M35,Female,WC,12/27/2006,8/18/2013,2K,,FieldF52M35FemaleShotput,FieldShotputF52,FieldShotputF52M35Female
Field,Shotput,0.93,0.89,,F52,M35,Male,WC,2/28/2003,8/18/2013,2K,,FieldF52M35MaleShotput,FieldShotputF52,FieldShotputF52M35Male
Field,Shotput,0.62,0.59,,F52,M50,Female,WC,12/27/2006,1/26/2016,1K,,FieldF52M50FemaleShotput,FieldShotputF52,FieldShotputF52M50Female
Field,Shotput,0.93,0.89,,F52,M50,Male,WC,2/28/2003,1/26/2016,1K,,FieldF52M50MaleShotput,FieldShotputF52,FieldShotputF52M50Male
Field,Shotput,0.62,0.59,,F52,M60,Female,WC,12/27/2006,1/26/2016,1K,,FieldF52M60FemaleShotput,FieldShotputF52,FieldShotputF52M60Female
Field,Shotput,0.93,0.89,,F52,M60,Male,WC,2/28/2003,1/26/2016,1K,,FieldF52M60MaleShotput,FieldShotputF52,FieldShotputF52M60Male
Field,Shotput,0.65,0.62,,F52,U11,Female,WC,12/27/2006,1/23/2014,2K,,FieldF52U11FemaleShotput,FieldShotputF52,FieldShotputF52U11Female
Field,Shotput,1.56,1.48,,F52,U11,Male,WC,7/19/2011,1/23/2014,2K,,FieldF52U11MaleShotput,FieldShotputF52,FieldShotputF52U11Male
Field,Shotput,0.71,0.67,,F52,U14,Female,WC,3/17/1999,1/23/2014,2K,,FieldF52U14FemaleShotput,FieldShotputF52,FieldShotputF52U14Female
Field,Shotput,1.7,1.61,,F52,U14,Male,WC,3/17/1999,1/23/2014,2K,,FieldF52U14MaleShotput,FieldShotputF52,FieldShotputF52U14Male
Field,Shotput,0.77,0.73,,F52,U17,Female,WC,3/17/1999,1/7/2019,2K,,FieldF52U17FemaleShotput,FieldShotputF52,FieldShotputF52U17Female
Field,Shotput,1.84,1.75,,F52,U17,Male,WC,3/17/1999,1/7/2019,2K,,FieldF52U17MaleShotput,FieldShotputF52,FieldShotputF52U17Male
Field,Shotput,0.89,0.84,,F52,U20,Female,WC,3/17/1999,1/23/2014,2K,,FieldF52U20FemaleShotput,FieldShotputF52,FieldShotputF52U20Female
Field,Shotput,2.12,2.02,,F52,U20,Male,WC,3/17/1999,1/23/2014,2K,,FieldF52U20MaleShotput,FieldShotputF52,FieldShotputF52U20Male
Field,Shotput,0.94,0.9,,F52,U23,Female,WC,2/22/2001,1/23/2014,2K,,FieldF52U23FemaleShotput,FieldShotputF52,FieldShotputF52U23Female
Field,Shotput,2.27,2.15,,F52,U23,Male,WC,2/22/2001,1/23/2014,2K,,FieldF52U23MaleShotput,FieldShotputF52,FieldShotputF52U23Male
Field,Shotput,1.62,1.54,,F53,Adults,Female,WC,2/28/2003,1/22/2011,3K,,FieldF53AdultsFemaleShotput,FieldShotputF53,FieldShotputF53AdultsFemale
Field,Shotput,1.98,1.88,,F53,Adults,Male,WC,2/28/2003,1/22/2011,3K,,FieldF53AdultsMaleShotput,FieldShotputF53,FieldShotputF53AdultsMale
Field,Shotput,1.03,0.98,,F53,M35,Female,WC,2/28/2003,8/18/2013,3K,,FieldF53M35FemaleShotput,FieldShotputF53,FieldShotputF53M35Female
Field,Shotput,1.26,1.2,,F53,M35,Male,WC,2/28/2003,8/18/2013,3K,,FieldF53M35MaleShotput,FieldShotputF53,FieldShotputF53M35Male
Field,Shotput,1.03,0.98,,F53,M50,Female,WC,2/28/2003,1/26/2016,2K,,FieldF53M50FemaleShotput,FieldShotputF53,FieldShotputF53M50Female
Field,Shotput,1.26,1.2,,F53,M50,Male,WC,2/28/2003,1/26/2016,2K,,FieldF53M50MaleShotput,FieldShotputF53,FieldShotputF53M50Male
Field,Shotput,1.03,0.98,,F53,M60,Female,WC,2/28/2003,1/26/2016,1K,,FieldF53M60FemaleShotput,FieldShotputF53,FieldShotputF53M60Female
Field,Shotput,1.26,1.2,,F53,M60,Male,WC,2/28/2003,1/26/2016,1K,,FieldF53M60MaleShotput,FieldShotputF53,FieldShotputF53M60Male
Field,Shotput,0.71,0.68,,F53,U11,Female,WC,3/17/1999,1/23/2014,2K,,FieldF53U11FemaleShotput,FieldShotputF53,FieldShotputF53U11Female
Field,Shotput,1.64,1.56,,F53,U11,Male,WC,3/17/1999,1/23/2014,2K,,FieldF53U11MaleShotput,FieldShotputF53,FieldShotputF53U11Male
Field,Shotput,0.78,0.74,,F53,U14,Female,WC,3/17/1999,1/23/2014,2K,,FieldF53U14FemaleShotput,FieldShotputF53,FieldShotputF53U14Female
Field,Shotput,1.79,1.7,,F53,U14,Male,WC,3/17/1999,1/23/2014,2K,,FieldF53U14MaleShotput,FieldShotputF53,FieldShotputF53U14Male
Field,Shotput,0.84,0.8,,F53,U17,Female,WC,3/17/1999,1/7/2019,2K,,FieldF53U17FemaleShotput,FieldShotputF53,FieldShotputF53U17Female
Field,Shotput,1.94,1.84,,F53,U17,Male,WC,3/17/1999,1/7/2019,2K,,FieldF53U17MaleShotput,FieldShotputF53,FieldShotputF53U17Male
Field,Shotput,0.97,0.92,,F53,U20,Female,WC,3/17/1999,1/23/2014,3K,,FieldF53U20FemaleShotput,FieldShotputF53,FieldShotputF53U20Female
Field,Shotput,2.24,2.13,,F53,U20,Male,WC,3/17/1999,1/23/2014,3K,,FieldF53U20MaleShotput,FieldShotputF53,FieldShotputF53U20Male
Field,Shotput,1.04,0.99,,F53,U23,Female,WC,2/22/2001,1/23/2014,3K,,FieldF53U23FemaleShotput,FieldShotputF53,FieldShotputF53U23Female
Field,Shotput,1.62,1.54,,F53,U23,Male,WC,2/22/2001,1/23/2014,3K,,FieldF53U23MaleShotput,FieldShotputF53,FieldShotputF53U23Male
Field,Shotput,2.11,2.01,,F54,Adults,Female,WC,12/27/2006,1/22/2011,3K,,FieldF54AdultsFemaleShotput,FieldShotputF54,FieldShotputF54AdultsFemale
Field,Shotput,3.57,3.39,,F54,Adults,Male,WC,2/28/2003,1/22/2011,4K,,FieldF54AdultsMaleShotput,FieldShotputF54,FieldShotputF54AdultsMale
Field,Shotput,1.35,1.28,,F54,M35,Female,WC,12/27/2006,8/18/2013,3K,,FieldF54M35FemaleShotput,FieldShotputF54,FieldShotputF54M35Female
Field,Shotput,2.27,2.16,,F54,M35,Male,WC,2/28/2003,8/18/2013,4K,,FieldF54M35MaleShotput,FieldShotputF54,FieldShotputF54M35Male
Field,Shotput,1.35,1.28,,F54,M50,Female,WC,12/27/2006,1/26/2016,2K,,FieldF54M50FemaleShotput,FieldShotputF54,FieldShotputF54M50Female
Field,Shotput,2.27,2.16,,F54,M50,Male,WC,2/28/2003,1/26/2016,3K,,FieldF54M50MaleShotput,FieldShotputF54,FieldShotputF54M50Male
Field,Shotput,1.35,1.28,,F54,M60,Female,WC,12/27/2006,1/26/2016,1K,,FieldF54M60FemaleShotput,FieldShotputF54,FieldShotputF54M60Female
Field,Shotput,2.27,2.16,,F54,M60,Male,WC,2/28/2003,1/26/2016,2K,,FieldF54M60MaleShotput,FieldShotputF54,FieldShotputF54M60Male
Field,Shotput,1.19,1.13,,F54,U11,Female,WC,3/17/1999,1/23/2014,2K,,FieldF54U11FemaleShotput,FieldShotputF54,FieldShotputF54U11Female
Field,Shotput,1.89,1.79,,F54,U11,Male,WC,3/17/1999,1/23/2014,2K,,FieldF54U11MaleShotput,FieldShotputF54,FieldShotputF54U11Male
Field,Shotput,1.3,1.24,,F54,U14,Female,WC,3/17/1999,1/23/2014,2K,,FieldF54U14FemaleShotput,FieldShotputF54,FieldShotputF54U14Female
Field,Shotput,2.06,1.96,,F54,U14,Male,WC,3/17/1999,1/23/2014,2K,,FieldF54U14MaleShotput,FieldShotputF54,FieldShotputF54U14Male
Field,Shotput,1.41,1.34,,F54,U17,Female,WC,3/17/1999,1/7/2019,2K,,FieldF54U17FemaleShotput,FieldShotputF54,FieldShotputF54U17Female
Field,Shotput,1.78,1.69,,F54,U17,Male,WC,3/17/1999,1/7/2019,3K,,FieldF54U17MaleShotput,FieldShotputF54,FieldShotputF54U17Male
Field,Shotput,1.63,1.55,,F54,U20,Female,WC,3/17/1999,1/23/2014,3K,,FieldF54U20FemaleShotput,FieldShotputF54,FieldShotputF54U20Female
Field,Shotput,2.57,2.44,,F54,U20,Male,WC,3/17/1999,1/23/2014,4K,,FieldF54U20MaleShotput,FieldShotputF54,FieldShotputF54U20Male
Field,Shotput,1.73,1.65,,F54,U23,Female,WC,2/22/2001,1/23/2014,3K,,FieldF54U23FemaleShotput,FieldShotputF54,FieldShotputF54U23Female
Field,Shotput,2.74,2.61,,F54,U23,Male,WC,2/22/2001,1/23/2014,4K,,FieldF54U23MaleShotput,FieldShotputF54,FieldShotputF54U23Male
Field,Shotput,2.92,2.77,,F55,Adults,Female,WC,2/28/2003,1/22/2011,3K,,FieldF55AdultsFemaleShotput,FieldShotputF55,FieldShotputF55AdultsFemale
Field,Shotput,4.22,4.01,,F55,Adults,Male,WC,2/28/2003,1/22/2011,4K,,FieldF55AdultsMaleShotput,FieldShotputF55,FieldShotputF55AdultsMale
Field,Shotput,1.86,1.77,,F55,M35,Female,WC,2/28/2003,8/18/2013,3K,,FieldF55M35FemaleShotput,FieldShotputF55,FieldShotputF55M35Female
Field,Shotput,2.68,2.55,,F55,M35,Male,WC,2/28/2003,8/18/2013,4K,,FieldF55M35MaleShotput,FieldShotputF55,FieldShotputF55M35Male
Field,Shotput,1.86,1.77,,F55,M50,Female,WC,2/28/2003,1/26/2016,2K,,FieldF55M50FemaleShotput,FieldShotputF55,FieldShotputF55M50Female
Field,Shotput,2.68,2.55,,F55,M50,Male,WC,2/28/2003,1/26/2016,3K,,FieldF55M50MaleShotput,FieldShotputF55,FieldShotputF55M50Male
Field,Shotput,1.86,1.77,,F55,M60,Female,WC,2/28/2003,1/26/2016,1K,,FieldF55M60FemaleShotput,FieldShotputF55,FieldShotputF55M60Female
Field,Shotput,2.68,2.55,,F55,M60,Male,WC,2/28/2003,1/26/2016,2K,,FieldF55M60MaleShotput,FieldShotputF55,FieldShotputF55M60Male
Field,Shotput,1.51,1.43,,F55,U11,Female,WC,4/21/1999,1/23/2014,2K,,FieldF55U11FemaleShotput,FieldShotputF55,FieldShotputF55U11Female
Field,Shotput,1.18,1.12,,F55,U11,Male,WC,4/21/1999,1/23/2014,2K,,FieldF55U11MaleShotput,FieldShotputF55,FieldShotputF55U11Male
Field,Shotput,1.65,1.56,,F55,U14,Female,WC,4/21/1999,1/23/2014,2K,,FieldF55U14FemaleShotput,FieldShotputF55,FieldShotputF55U14Female
